old_name,new_name
INDCT53H,industry_group_rd_5_3_cmj_imp
OCCCT31H,occupation_group_rd_3_1_cmj_imp
OCCCT42H,occupation_group_rd_4_2_cmj_imp
OCCCT53H,occupation_group_rd_5_3_cmj_imp
HOUR31H,hours_per_week_at_rd_3_1_cmj_imp
HOUR42H,hours_per_week_at_rd_4_2_cmj_imp
HOUR53H,hours_per_week_at_rd_5_3_cmj_imp
JBORG31H,prv_st_lc_gov_fed_gov_rd_3_1_cmj_imp
JBORG42H,prv_st_lc_gov_fed_gov_rd_4_2_cmj_imp
JBORG53H,prv_st_lc_gov_fed_gov_rd_5_3_cmj_imp
UNION31H,union_status_at_rd_3_1_cmj_imp
UNION42H,union_status_at_rd_4_2_cmj_imp
UNION53H,union_status_at_rd_5_3_cmj_imp
BSNTY31H,sol_prop_prtnr_corp_rd_3_1_cmj_imp
BSNTY42H,sol_prop_prtnr_corp_rd_4_2_cmj_imp
BSNTY53H,sol_prop_prtnr_corp_rd_5_3_cmj_imp
HRWG31H,hourly_wage_rd_3_1_cmj_imp_hrwg31h
HRWG42H,hourly_wage_rd_4_2_cmj_imp_hrwg42h
HRWG53H,hourly_wage_rd_5_3_cmj_imp_hrwg53h
CMJHLD31,hlth_insur_held_from_rd_3_1_cmj_prpl
CMJHLD42,hlth_insur_held_from_rd_4_2_cmj_prpl
CMJHLD53,hlth_insur_held_from_rd_5_3_cmj_prpl
OFFER31H,health_insur_offered_by_rd_3_1_cmj_imp
OFFER42H,health_insur_offered_by_rd_4_2_cmj_imp
OFFER53H,health_insur_offered_by_rd_5_3_cmj_imp
OFEMP31H,emp_offers_health_ins_rd_3_1_cmj_imp
OFEMP42H,emp_offers_health_ins_rd_4_2_cmj_imp
OFEMP53H,emp_offers_health_ins_rd_5_3_cmj_imp
PYVAC31H,paid_vacation_at_rd_3_1_cmj_imp
PYVAC42H,paid_vacation_at_rd_4_2_cmj_imp
PYVAC53H,paid_vacation_at_rd_5_3_cmj_imp
SCPAY31H,paid_sick_leave_at_rd_3_1_cmj_imp
SCPAY42H,paid_sick_leave_at_rd_4_2_cmj_imp
SCPAY53H,paid_sick_leave_at_rd_5_3_cmj_imp
PAYDR31H,paid_leave_to_visit_dr_rd_3_1_cmj_imp
PAYDR42H,paid_leave_to_visit_dr_rd_4_2_cmj_imp
PAYDR53H,paid_leave_to_visit_dr_rd_5_3_cmj_imp
RTPLN31H,pension_plan_at_rd_3_1_cmj_imp
RTPLN42H,pension_plan_at_rd_4_2_cmj_imp
RTPLN53H,pension_plan_at_rd_5_3_cmj_imp
FILEDR22,has_person_filed_a_fed_income_tax_return
WILFIL22,will_person_file_fed_income_tax_return
FLSTAT22,person_s_filing_status
FILER22,primary_or_secondary_filer
JTINRU22,joint_filer_s_membership_in_ru
JNTPID22,pid_of_secondary_filer
TAXFRM22,tax_form_person_will_file
FOODST22,did_anyone_purchase_food_stamps
FOODMN22,number_of_months_food_stamps_purchased
FOODVL22,monthly_value_of_food_stamps
TTLP22X,person_s_total_income
FAMINC22,family_s_total_income
POVCAT22,family_inc_as_of_poverty_line_categorical
POVLEV22,family_inc_as_of_poverty_line_continuous
WAGEP22X,person_s_wage_income
WAGIMP22,wage_imputation_flag
BUSNP22X,person_s_business_income
BUSIMP22,business_income_imputation_flag
UNEMP22X,person_s_unemployment_comp_income
UNEIMP22,unemployment_imputation_flag
WCMPP22X,person_s_workers_compensation
WCPIMP22,workers_comp_imputation_flag
INTRP22X,person_s_interest_income
INTIMP22,interest_income_imputation_flag
DIVDP22X,person_s_dividend_income
DIVIMP22,dividend_income_imputation_flag
SALEP22X,person_s_sales_income
SALIMP22,sales_income_imputation_flag
PENSP22X,person_s_pension_income
PENIMP22,pension_income_imputation_flag
SSECP22X,person_s_social_security_income
SSCIMP22,social_security_income_imputation_flag
TRSTP22X,person_s_trust_rent_income
TRTIMP22,trust_income_imputation_flag
VETSP22X,person_s_veteran_s_income
VETIMP22,veteran_s_income_imputation_flag
IRASP22X,person_s_ira_income
IRAIMP22,ira_income_imputation_flag
ALIMP22X,person_s_alimony_income
ALIIMP22,alimony_income_imputation_flag
CHLDP22X,person_s_child_support
CHLIMP22,child_support_imputation_flag
CASHP22X,person_s_other_regular_cash_contribution
CSHIMP22,cash_contribution_imputation_flag
SSIP22X,person_s_ssi
SSIIMP22,ssi_imputation_flag
PUBP22X,person_s_public_assistance
PUBIMP22,public_assistance_imputation_flag
OTHRP22X,person_s_other_income
OTHIMP22,other_income_imputation_flag
HIEUIDX,hieu_identifier
TRIJA22X,covered_by_tricare_champva_in_jan22_ed
TRIFE22X,covered_by_tricare_champva_in_feb22_ed
TRIMA22X,covered_by_tricare_champva_in_mar22_ed
TRIAP22X,covered_by_tricare_champva_in_apr22_ed
TRIMY22X,covered_by_tricare_champva_in_may22_ed
TRIJU22X,covered_by_tricare_champva_in_jun22_ed
TRIJL22X,covered_by_tricare_champva_in_jul22_ed
TRIAU22X,covered_by_tricare_champva_in_aug22_ed
TRISE22X,covered_by_tricare_champva_in_sep22_ed
TRIOC22X,covered_by_tricare_champva_in_oct22_ed
TRINO22X,covered_by_tricare_champva_in_nov22_ed
TRIDE22X,covered_by_tricare_champva_in_dec22_ed
MCRJA22,covered_by_medicare_in_jan22
MCRFE22,covered_by_medicare_in_feb22
MCRMA22,covered_by_medicare_in_mar22
MCRAP22,covered_by_medicare_in_apr22
MCRMY22,covered_by_medicare_in_may22
MCRJU22,covered_by_medicare_in_jun22
MCRJL22,covered_by_medicare_in_jul22
MCRAU22,covered_by_medicare_in_aug22
MCRSE22,covered_by_medicare_in_sep22
MCROC22,covered_by_medicare_in_oct22
MCRNO22,covered_by_medicare_in_nov22
MCRDE22,covered_by_medicare_in_dec22
MCRJA22X,covered_by_medicare_in_jan22_ed
MCRFE22X,covered_by_medicare_in_feb22_ed
MCRMA22X,covered_by_medicare_in_mar22_ed
MCRAP22X,covered_by_medicare_in_apr22_ed
MCRMY22X,covered_by_medicare_in_may22_ed
MCRJU22X,covered_by_medicare_in_jun22_ed
MCRJL22X,covered_by_medicare_in_jul22_ed
MCRAU22X,covered_by_medicare_in_aug22_ed
MCRSE22X,covered_by_medicare_in_sep22_ed
MCROC22X,covered_by_medicare_in_oct22_ed
MCRNO22X,covered_by_medicare_in_nov22_ed
MCRDE22X,covered_by_medicare_in_dec22_ed
MCDJA22,cov_by_medicaid_or_schip_in_jan22
MCDFE22,cov_by_medicaid_or_schip_in_feb22
MCDMA22,cov_by_medicaid_or_schip_in_mar22
MCDAP22,cov_by_medicaid_or_schip_in_apr22
MCDMY22,cov_by_medicaid_or_schip_in_may22
MCDJU22,cov_by_medicaid_or_schip_in_jun22
MCDJL22,cov_by_medicaid_or_schip_in_jul22
MCDAU22,cov_by_medicaid_or_schip_in_aug22
MCDSE22,cov_by_medicaid_or_schip_in_sep22
MCDOC22,cov_by_medicaid_or_schip_in_oct22
MCDNO22,cov_by_medicaid_or_schip_in_nov22
MCDDE22,cov_by_medicaid_or_schip_in_dec22
MCDJA22X,cov_by_medicaid_or_schip_in_jan22_ed
MCDFE22X,cov_by_medicaid_or_schip_in_feb22_ed
MCDMA22X,cov_by_medicaid_or_schip_in_mar22_ed
MCDAP22X,cov_by_medicaid_or_schip_in_apr22_ed
MCDMY22X,cov_by_medicaid_or_schip_in_may22_ed
MCDJU22X,cov_by_medicaid_or_schip_in_jun22_ed
MCDJL22X,cov_by_medicaid_or_schip_in_jul22_ed
MCDAU22X,cov_by_medicaid_or_schip_in_aug22_ed
MCDSE22X,cov_by_medicaid_or_schip_in_sep22_ed
MCDOC22X,cov_by_medicaid_or_schip_in_oct22_ed
MCDNO22X,cov_by_medicaid_or_schip_in_nov22_ed
MCDDE22X,cov_by_medicaid_or_schip_in_dec22_ed
GVAJA22,cov_by_other_public_coverage_in_jan22
GVAFE22,cov_by_other_public_coverage_in_feb22
GVAMA22,cov_by_other_public_coverage_in_mar22
GVAAP22,cov_by_other_public_coverage_in_apr22
GVAMY22,cov_by_other_public_coverage_in_may22
GVAJU22,cov_by_other_public_coverage_in_jun22
GVAJL22,cov_by_other_public_coverage_in_jul22
GVAAU22,cov_by_other_public_coverage_in_aug22
GVASE22,cov_by_other_public_coverage_in_sep22
GVAOC22,cov_by_other_public_coverage_in_oct22
GVANO22,cov_by_other_public_coverage_in_nov22
GVADE22,cov_by_other_public_coverage_in_dec22
GVBJA22,cov_by_other_public_hmo_in_jan22
GVBFE22,cov_by_other_public_hmo_in_feb22
GVBMA22,cov_by_other_public_hmo_in_mar22
GVBAP22,cov_by_other_public_hmo_in_apr22
GVBMY22,cov_by_other_public_hmo_in_may22
GVBJU22,cov_by_other_public_hmo_in_jun22
GVBJL22,cov_by_other_public_hmo_in_jul22
GVBAU22,cov_by_other_public_hmo_in_aug22
GVBSE22,cov_by_other_public_hmo_in_sep22
GVBOC22,cov_by_other_public_hmo_in_oct22
GVBNO22,cov_by_other_public_hmo_in_nov22
GVBDE22,cov_by_other_public_hmo_in_dec22
GVCJA22,cov_by_other_public_pays_prem_in_jan22
GVCFE22,cov_by_other_public_pays_prem_in_feb22
GVCMA22,cov_by_other_public_pays_prem_in_mar22
GVCAP22,cov_by_other_public_pays_prem_in_apr22
GVCMY22,cov_by_other_public_pays_prem_in_may22
GVCJU22,cov_by_other_public_pays_prem_in_jun22
GVCJL22,cov_by_other_public_pays_prem_in_jul22
GVCAU22,cov_by_other_public_pays_prem_in_aug22
GVCSE22,cov_by_other_public_pays_prem_in_sep22
GVCOC22,cov_by_other_public_pays_prem_in_oct22
GVCNO22,cov_by_other_public_pays_prem_in_nov22
GVCDE22,cov_by_other_public_pays_prem_in_dec22
VAPJA22,covered_by_va_in_jan22
VAPFE22,covered_by_va_in_feb22
VAPMA22,covered_by_va_in_mar22
VAPAP22,covered_by_va_in_apr22
VAPMY22,covered_by_va_in_may22
VAPJU22,covered_by_va_in_jun22
VAPJL22,covered_by_va_in_jul22
VAPAU22,covered_by_va_in_aug22
VAPSE22,covered_by_va_in_sep22
VAPOC22,covered_by_va_in_oct22
VAPNO22,covered_by_va_in_nov22
VAPDE22,covered_by_va_in_dec22
IHSJA22,cov_by_indian_health_service_in_jan22
IHSFE22,cov_by_indian_health_service_in_feb22
IHSMA22,cov_by_indian_health_service_in_mar22
IHSAP22,cov_by_indian_health_service_in_apr22
IHSMY22,cov_by_indian_health_service_in_may22
IHSJU22,cov_by_indian_health_service_in_jun22
IHSJL22,cov_by_indian_health_service_in_jul22
IHSAU22,cov_by_indian_health_service_in_aug22
IHSSE22,cov_by_indian_health_service_in_sep22
IHSOC22,cov_by_indian_health_service_in_oct22
IHSNO22,cov_by_indian_health_service_in_nov22
IHSDE22,cov_by_indian_health_service_in_dec22
PUBJA22X,covr_by_any_public_ins_in_jan22
PUBFE22X,covr_by_any_public_ins_in_feb22
PUBMA22X,covr_by_any_public_ins_in_mar22
PUBAP22X,covr_by_any_public_ins_in_apr22
PUBMY22X,covr_by_any_public_ins_in_may22
PUBJU22X,covr_by_any_public_ins_in_jun22
PUBJL22X,covr_by_any_public_ins_in_jul22
PUBAU22X,covr_by_any_public_ins_in_aug22
PUBSE22X,covr_by_any_public_ins_in_sep22
PUBOC22X,covr_by_any_public_ins_in_oct22
PUBNO22X,covr_by_any_public_ins_in_nov22
PUBDE22X,covr_by_any_public_ins_in_dec22
PEGJA22,covered_by_empl_union_ins_in_jan22
PEGFE22,covered_by_empl_union_ins_in_feb22
PEGMA22,covered_by_empl_union_ins_in_mar22
PEGAP22,covered_by_empl_union_ins_in_apr22
PEGMY22,covered_by_empl_union_ins_in_may22
PEGJU22,covered_by_empl_union_ins_in_jun22
PEGJL22,covered_by_empl_union_ins_in_jul22
PEGAU22,covered_by_empl_union_ins_in_aug22
PEGSE22,covered_by_empl_union_ins_in_sep22
PEGOC22,covered_by_empl_union_ins_in_oct22
PEGNO22,covered_by_empl_union_ins_in_nov22
PEGDE22,covered_by_empl_union_ins_in_dec22
PDKJA22,covr_by_priv_ins_source_unknwn_jan22
PDKFE22,covr_by_priv_ins_source_unknwn_feb22
PDKMA22,covr_by_priv_ins_source_unknwn_mar22
PDKAP22,covr_by_priv_ins_source_unknwn_apr22
PDKMY22,covr_by_priv_ins_source_unknwn_may22
PDKJU22,covr_by_priv_ins_source_unknwn_jun22
PDKJL22,covr_by_priv_ins_source_unknwn_jul22
PDKAU22,covr_by_priv_ins_source_unknwn_aug22
PDKSE22,covr_by_priv_ins_source_unknwn_sep22
PDKOC22,covr_by_priv_ins_source_unknwn_oct22
PDKNO22,covr_by_priv_ins_source_unknwn_nov22
PDKDE22,covr_by_priv_ins_source_unknwn_dec22
PNGJA22,covered_by_nongroup_ins_in_jan22
PNGFE22,covered_by_nongroup_ins_in_feb22
PNGMA22,covered_by_nongroup_ins_in_mar22
PNGAP22,covered_by_nongroup_ins_in_apr22
PNGMY22,covered_by_nongroup_ins_in_may22
PNGJU22,covered_by_nongroup_ins_in_jun22
PNGJL22,covered_by_nongroup_ins_in_jul22
PNGAU22,covered_by_nongroup_ins_in_aug22
PNGSE22,covered_by_nongroup_ins_in_sep22
PNGOC22,covered_by_nongroup_ins_in_oct22
PNGNO22,covered_by_nongroup_ins_in_nov22
PNGDE22,covered_by_nongroup_ins_in_dec22
POGJA22,covered_by_other_group_ins_in_jan22
POGFE22,covered_by_other_group_ins_in_feb22
POGMA22,covered_by_other_group_ins_in_mar22
POGAP22,covered_by_other_group_ins_in_apr22
POGMY22,covered_by_other_group_ins_in_may22
POGJU22,covered_by_other_group_ins_in_jun22
POGJL22,covered_by_other_group_ins_in_jul22
POGAU22,covered_by_other_group_ins_in_aug22
POGSE22,covered_by_other_group_ins_in_sep22
POGOC22,covered_by_other_group_ins_in_oct22
POGNO22,covered_by_other_group_ins_in_nov22
POGDE22,covered_by_other_group_ins_in_dec22
POEJA22,cov_by_esi_pholder_outside_ru_in_jan22
POEFE22,cov_by_esi_pholder_outside_ru_in_feb22
POEMA22,cov_by_esi_pholder_outside_ru_in_mar22
POEAP22,cov_by_esi_pholder_outside_ru_in_apr22
POEMY22,cov_by_esi_pholder_outside_ru_in_may22
POEJU22,cov_by_esi_pholder_outside_ru_in_jun22
POEJL22,cov_by_esi_pholder_outside_ru_in_jul22
POEAU22,cov_by_esi_pholder_outside_ru_in_aug22
POESE22,cov_by_esi_pholder_outside_ru_in_sep22
POEOC22,cov_by_esi_pholder_outside_ru_in_oct22
POENO22,cov_by_esi_pholder_outside_ru_in_nov22
POEDE22,cov_by_esi_pholder_outside_ru_in_dec22
PNEJA22,cov_by_non_esi_phldr_outside_ru_in_jan22
PNEFE22,cov_by_non_esi_phldr_outside_ru_in_feb22
PNEMA22,cov_by_non_esi_phldr_outside_ru_in_mar22
PNEAP22,cov_by_non_esi_phldr_outside_ru_in_apr22
PNEMY22,cov_by_non_esi_phldr_outside_ru_in_may22
PNEJU22,cov_by_non_esi_phldr_outside_ru_in_jun22
PNEJL22,cov_by_non_esi_phldr_outside_ru_in_jul22
PNEAU22,cov_by_non_esi_phldr_outside_ru_in_aug22
PNESE22,cov_by_non_esi_phldr_outside_ru_in_sep22
PNEOC22,cov_by_non_esi_phldr_outside_ru_in_oct22
PNENO22,cov_by_non_esi_phldr_outside_ru_in_nov22
PNEDE22,cov_by_non_esi_phldr_outside_ru_in_dec22
PRXJA22,cov_by_priv_ins_through_exchng_in_jan22
PRXFE22,cov_by_priv_ins_through_exchng_in_feb22
PRXMA22,cov_by_priv_ins_through_exchng_in_mar22
PRXAP22,cov_by_priv_ins_through_exchng_in_apr22
PRXMY22,cov_by_priv_ins_through_exchng_in_may22
PRXJU22,cov_by_priv_ins_through_exchng_in_jun22
PRXJL22,cov_by_priv_ins_through_exchng_in_jul22
PRXAU22,cov_by_priv_ins_through_exchng_in_aug22
PRXSE22,cov_by_priv_ins_through_exchng_in_sep22
PRXOC22,cov_by_priv_ins_through_exchng_in_oct22
PRXNO22,cov_by_priv_ins_through_exchng_in_nov22
PRXDE22,cov_by_priv_ins_through_exchng_in_dec22
PRIJA22,covered_by_private_ins_in_jan22
PRIFE22,covered_by_private_ins_in_feb22
PRIMA22,covered_by_private_ins_in_mar22
PRIAP22,covered_by_private_ins_in_apr22
PRIMY22,covered_by_private_ins_in_may22
PRIJU22,covered_by_private_ins_in_jun22
PRIJL22,covered_by_private_ins_in_jul22
PRIAU22,covered_by_private_ins_in_aug22
PRISE22,covered_by_private_ins_in_sep22
PRIOC22,covered_by_private_ins_in_oct22
PRINO22,covered_by_private_ins_in_nov22
PRIDE22,covered_by_private_ins_in_dec22
HPEJA22,pholder_of_empl_union_ins_in_jan22
HPEFE22,pholder_of_empl_union_ins_in_feb22
HPEMA22,pholder_of_empl_union_ins_in_mar22
HPEAP22,pholder_of_empl_union_ins_in_apr22
HPEMY22,pholder_of_empl_union_ins_in_may22
HPEJU22,pholder_of_empl_union_ins_in_jun22
HPEJL22,pholder_of_empl_union_ins_in_jul22
HPEAU22,pholder_of_empl_union_ins_in_aug22
HPESE22,pholder_of_empl_union_ins_in_sep22
HPEOC22,pholder_of_empl_union_ins_in_oct22
HPENO22,pholder_of_empl_union_ins_in_nov22
HPEDE22,pholder_of_empl_union_ins_in_dec22
HPDJA22,pholder_of_priv_ins_source_unknwn_jan22
HPDFE22,pholder_of_priv_ins_source_unknwn_feb22
HPDMA22,pholder_of_priv_ins_source_unknwn_mar22
HPDAP22,pholder_of_priv_ins_source_unknwn_apr22
HPDMY22,pholder_of_priv_ins_source_unknwn_may22
HPDJU22,pholder_of_priv_ins_source_unknwn_jun22
HPDJL22,pholder_of_priv_ins_source_unknwn_jul22
HPDAU22,pholder_of_priv_ins_source_unknwn_aug22
HPDSE22,pholder_of_priv_ins_source_unknwn_sep22
HPDOC22,pholder_of_priv_ins_source_unknwn_oct22
HPDNO22,pholder_of_priv_ins_source_unknwn_nov22
HPDDE22,pholder_of_priv_ins_source_unknwn_dec22
HPNJA22,pholder_of_nongroup_ins_in_jan22
HPNFE22,pholder_of_nongroup_ins_in_feb22
HPNMA22,pholder_of_nongroup_ins_in_mar22
HPNAP22,pholder_of_nongroup_ins_in_apr22
HPNMY22,pholder_of_nongroup_ins_in_may22
HPNJU22,pholder_of_nongroup_ins_in_jun22
HPNJL22,pholder_of_nongroup_ins_in_jul22
HPNAU22,pholder_of_nongroup_ins_in_aug22
HPNSE22,pholder_of_nongroup_ins_in_sep22
HPNOC22,pholder_of_nongroup_ins_in_oct22
HPNNO22,pholder_of_nongroup_ins_in_nov22
HPNDE22,pholder_of_nongroup_ins_in_dec22
HPOJA22,pholder_of_other_group_ins_in_jan22
HPOFE22,pholder_of_other_group_ins_in_feb22
HPOMA22,pholder_of_other_group_ins_in_mar22
HPOAP22,pholder_of_other_group_ins_in_apr22
HPOMY22,pholder_of_other_group_ins_in_may22
HPOJU22,pholder_of_other_group_ins_in_jun22
HPOJL22,pholder_of_other_group_ins_in_jul22
HPOAU22,pholder_of_other_group_ins_in_aug22
HPOSE22,pholder_of_other_group_ins_in_sep22
HPOOC22,pholder_of_other_group_ins_in_oct22
HPONO22,pholder_of_other_group_ins_in_nov22
HPODE22,pholder_of_other_group_ins_in_dec22
HPXJA22,pholder_of_priv_ins_through_exch_in_jan22
HPXFE22,pholder_of_priv_ins_through_exch_in_feb22
HPXMA22,pholder_of_priv_ins_through_exch_in_mar22
HPXAP22,pholder_of_priv_ins_through_exch_in_apr22
HPXMY22,pholder_of_priv_ins_through_exch_in_may22
HPXJU22,pholder_of_priv_ins_through_exch_in_jun22
HPXJL22,pholder_of_priv_ins_through_exch_in_jul22
HPXAU22,pholder_of_priv_ins_through_exch_in_aug22
HPXSE22,pholder_of_priv_ins_through_exch_in_sep22
HPXOC22,pholder_of_priv_ins_through_exch_in_oct22
HPXNO22,pholder_of_priv_ins_through_exch_in_nov22
HPXDE22,pholder_of_priv_ins_through_exch_in_dec22
HPRJA22,pholder_of_private_insurance_in_jan22
HPRFE22,pholder_of_private_insurance_in_feb22
HPRMA22,pholder_of_private_insurance_in_mar22
HPRAP22,pholder_of_private_insurance_in_apr22
HPRMY22,pholder_of_private_insurance_in_may22
HPRJU22,pholder_of_private_insurance_in_jun22
HPRJL22,pholder_of_private_insurance_in_jul22
HPRAU22,pholder_of_private_insurance_in_aug22
HPRSE22,pholder_of_private_insurance_in_sep22
HPROC22,pholder_of_private_insurance_in_oct22
HPRNO22,pholder_of_private_insurance_in_nov22
HPRDE22,pholder_of_private_insurance_in_dec22
INSJA22X,covr_by_hosp_med_ins_in_jan22
INSFE22X,covr_by_hosp_med_ins_in_feb22
INSMA22X,covr_by_hosp_med_ins_in_mar22
INSAP22X,covr_by_hosp_med_ins_in_apr22
INSMY22X,covr_by_hosp_med_ins_in_may22
INSJU22X,covr_by_hosp_med_ins_in_jun22
INSJL22X,covr_by_hosp_med_ins_in_jul22
INSAU22X,covr_by_hosp_med_ins_in_aug22
INSSE22X,covr_by_hosp_med_ins_in_sep22
INSOC22X,covr_by_hosp_med_ins_in_oct22
INSNO22X,covr_by_hosp_med_ins_in_nov22
INSDE22X,covr_by_hosp_med_ins_in_dec22
PRVEV22,ever_have_private_insurance_during_2022
TRIEV22,ever_have_tricare_champva_during_2022
MCREV22,ever_have_medicare_during_2022_ed
MCDEV22,ever_have_mcaid_schip_during_2022_ed
VAEV22,ever_have_va_during_2022
GVAEV22,ever_have_other_public_during_2022
GVBEV22,ever_have_other_public_hmo_during_2022
GVCEV22,ever_have_oth_pub_pays_prem_during_2022
UNINS22,uninsured_all_of_2022
INSCOV22,health_insurance_coverage_indicator_2022
INSURC22,full_year_insurance_coverage_status_2022
TRICH31X,covered_by_champva_any_time_in_r3_1
TRICH42X,covered_by_champva_any_time_in_r4_2
TRICH22X,covered_by_champva_r5_3_until_12_31_22
TRI31X,cov_by_tricare_any_time_in_r3_1
TRI42X,cov_by_tricare_any_time_in_r4_2
TRI22X,cov_by_tricare_r5_3_til_12_31_22
MCRPHD22,cov_by_medicare_mnged_care_dntl_benefit_12_31_22
MCRPD31,cov_by_medicare_pmed_benefit_r3_1
MCRPD42,cov_by_medicare_pmed_benefit_r4_2
MCRPD22,cov_by_medicare_pmed_benefit_12_31_22
MCRPD31X,cov_by_medicare_pmed_benefit_r3_1_ed
MCRPD42X,cov_by_medicare_pmed_benefit_r4_2_ed
MCRPD22X,cov_by_mcare_pmed_benefit_12_31_22_ed
MCRPHO31,cov_by_medicare_managed_care_medicare_advantage_r3_1
MCRPHO42,cov_by_medicare_managed_care_medicare_advantage_r4_2
MCRPHO22,cov_by_medicare_managed_care_medicare_advantage_12_31_22
MCDHMO31,cov_by_mcaid_schip_hmo_any_time_in_r3_1
MCDHMO42,cov_by_mcaid_schip_hmo_any_time_in_r4_2
MCDHMO22,cov_by_mcaid_schip_hmo_r5_3_til_12_31_22
MCDMC31,cv_mcaid_chip_gtkpr_pln_any_time_in_r3_1
MCDMC42,cv_mcaid_chip_gtkpr_pln_any_time_in_r4_2
MCDMC22,cv_mcd_chip_gtkpr_pln_r5_3_til_12_31_22
PRVHMO31,covered_by_private_hmo_any_time_in_r3_1
PRVHMO42,covered_by_private_hmo_any_time_in_r4_2
PRVHMO22,covered_by_private_hmo_r5_3_til_12_31_22
FSAGT31,anyone_in_ru_have_fsa_r3_1
HASFSA31,person_is_fsa_holder_r3_1
PFSAMT31,person_level_fsa_total_amount_r3_1
PREVCOVR,per_cov_by_ins_in_prev_2_yrs_pnl_27_only
MORECOVR,cov_by_mor_compr_pl_prev_2_yr_pn_27_only
TRICR31X,cov_by_tricr_chamv_r3_1_int_dt_ed
TRICR42X,cov_by_tricr_chamv_r4_2_int_dt_ed
TRICR53X,cov_by_tricr_chamv_12_31_r3_int_dt_ed
TRICR22X,cov_by_tricr_chamv_12_31_22_ed
TRIAT31X,cov_tricare_champva_any_time_in_r3_1
TRIAT42X,cov_tricare_champva_any_time_in_r4_2
TRIAT53X,cov_tricare_champva_any_time_in_r5_3
TRIAT22X,cov_tricare_champva_r5_3_until_12_31_22
MCAID31,cov_by_medicaid_or_schip_r3_1_int_dt
MCAID42,cov_by_medicaid_or_schip_r4_2_int_dt
MCAID53,cov_by_medicaid_or_schip_12_31_r3_int_dt
MCAID22,cov_by_medicaid_or_schip_12_31_22
MCAID31X,cov_by_medicaid_schip_r3_1_int_dt_ed
MCAID42X,cov_by_medicaid_schip_r4_2_int_dt_ed
MCAID53X,cov_medicaid_schip_12_31_r3_int_dt_ed
MCAID22X,cov_by_medicaid_or_schip_12_31_22_ed
MCARE31,cov_by_medicare_r3_1_int_dt
MCARE42,cov_by_medicare_r4_2_int_dt
MCARE53,cov_by_medicare_12_31_r3_int_dt
MCARE22,cov_by_medicare_12_31_22
MCARE31X,cov_by_medicare_r3_1_int_dt_ed
MCARE42X,cov_by_medicare_r4_2_int_dt_ed
MCARE53X,cov_by_medicare_12_31_r3_int_dt_ed
MCARE22X,cov_by_medicare_12_31_22_ed
MCDAT31X,cov_medicaid_or_schip_any_time_in_r3_1
MCDAT42X,cov_medicaid_or_schip_any_time_in_r4_2
MCDAT53X,cov_medicaid_or_schip_any_time_in_r5_3
MCDAT22X,cv_mcd_chip_any_tme_in_r5_3_til_12_31_22
GOVTA31,cov_by_other_public_cov_r3_1_int_dt
GOVTA42,cov_by_other_public_cov_r4_2_int_dt
GOVTA53,cov_by_other_public_cov_12_31_r3_int_dt
GOVTA22,cov_by_other_public_cov_12_31_22
GOVAAT31,cov_by_other_public_any_time_in_r3_1
GOVAAT42,cov_by_other_public_any_time_in_r4_2
GOVAAT53,cov_by_other_public_any_time_in_r5_3
GOVAAT22,cv_oth_pub_any_tme_in_r5_3_til_12_31_22
GOVTB31,cov_by_oth_pub_hmo_r3_1_int_dt
GOVTB42,cov_by_oth_pub_hmo_r4_2_int_dt
GOVTB53,cov_by_oth_pub_hmo_12_31_r3_int_dt
GOVTB22,cov_by_oth_pub_hmo_12_31_22
GOVBAT31,cov_by_oth_pub_hmo_any_time_in_r3_1
GOVBAT42,cov_by_oth_pub_hmo_any_time_in_r4_2
GOVBAT53,cov_by_oth_pub_hmo_any_time_in_r5_3
GOVBAT22,cov_oth_pb_hmo_any_tm_r5_3_til_12_31_22
GOVTC31,cov_by_oth_pub_pays_prem_r3_1_int_dt
GOVTC42,cov_by_oth_pub_pays_prem_r4_2_int_dt
GOVTC53,cov_by_oth_pub_pays_prem_12_31_r3_int_dt
GOVTC22,cov_by_oth_pub_pays_prem_12_31_22
GOVCAT31,cv_by_oth_pub_pays_prem_any_time_in_r3_1
GOVCAT42,cv_by_oth_pub_pays_prem_any_time_in_r4_2
GOVCAT53,cv_by_oth_pub_pays_prem_any_time_in_r5_3
GOVCAT22,cv_oth_pub_pays_prem_r5_3_til_12_31_22
VAPROG31,cov_by_va_r3_1_int_dt
VAPROG42,cov_by_va_r4_2_int_dt
VAPROG53,cov_by_va_12_31_r3_int_dt
VAPROG22,cov_by_va_12_31_22
VAPRAT31,cov_by_va_any_time_in_r3_1
VAPRAT42,cov_by_va_any_time_in_r4_2
VAPRAT53,cov_by_va_any_time_in_r5_3
VAPRAT22,cov_by_va_any_tme_in_r5_3_til_12_31_22
IHS31,cv_by_indian_health_service_r3_1_int_dt
IHS42,cv_by_indian_health_service_r4_2_int_dt
IHS53,cv_by_ihs_12_31_r3_int_dt
IHS22,cov_by_ihs_12_31_22
IHSAT31,cov_by_ihs_any_time_in_r3_1
IHSAT42,cov_by_ihs_any_time_in_r4_2
IHSAT53,cov_by_ihs_any_time_in_r5_3
IHSAT22,cov_by_ihs_any_tme_in_r5_3_til_12_31_22
PRIDK31,cov_by_priv_ins_dk_plan_r3_1_int
PRIDK42,cov_by_priv_ins_dk_plan_r4_2_int
