start,end,name
1,7,DUID
8,10,PID
11,20,DUPERSID
21,22,CONDN
23,35,CONDIDX
36,37,PANEL
38,38,CONDRN
39,41,AGEDIAG
42,43,CRND1
44,45,CRND2
46,47,CRND3
48,49,CRND4
50,51,CRND5
52,53,CRND6
54,55,CRND7
56,57,CRND8
58,59,CRND9
60,60,INJURY
61,63,ACCDNWRK
64,71,ICD10CDX
72,77,CCSR1X
78,83,CCSR2X
84,89,CCSR3X
90,95,CCSR4X
96,96,HHCOND
97,97,IPCOND
98,98,OPCOND
99,99,OBCOND
100,100,ERCOND
101,101,RXCOND
102,114,PERWT22F
115,118,VARSTR
119,119,VARPSU
