old_name,new_name
GOVBAT42,cov_by_oth_pub_hmo_any_time_in_r4_2
GOVBAT53,cov_by_oth_pub_hmo_any_time_in_r5_3
GOVBAT20,cov_oth_pb_hmo_any_tm_r5_3_til_12_31_20
GOVTC31,cov_by_oth_pub_pays_prem_r3_1_int_dt
GOVTC42,cov_by_oth_pub_pays_prem_r4_2_int_dt
GOVTC53,cov_by_oth_pub_pays_prem_12_31_r3_int_dt
GOVTC20,cov_by_oth_pub_pays_prem_12_31_20
GOVCAT31,cv_by_oth_pub_pays_prem_any_time_in_r3_1
GOVCAT42,cv_by_oth_pub_pays_prem_any_time_in_r4_2
GOVCAT53,cv_by_oth_pub_pays_prem_any_time_in_r5_3
GOVCAT20,cv_oth_pub_pays_prem_r5_3_til_12_31_20
VAPROG31,cov_by_va_r3_1_int_dt
VAPROG42,cov_by_va_r4_2_int_dt
VAPROG53,cov_by_va_12_31_r3_int_dt
VAPROG20,cov_by_va_12_31_20
VAPRAT31,cov_by_va_any_time_in_r3_1
VAPRAT42,cov_by_va_any_time_in_r4_2
VAPRAT53,cov_by_va_any_time_in_r5_3
VAPRAT20,cov_by_va_any_tme_in_r5_3_til_12_31_20
IHS31,cv_by_indian_health_service_r3_1_int_dt
IHS42,cv_by_indian_health_service_r4_2_int_dt
IHS53,cv_by_ihs_12_31_r3_int_dt
IHS20,cov_by_ihs_12_31_20
IHSAT31,cov_by_ihs_any_time_in_r3_1
IHSAT42,cov_by_ihs_any_time_in_r4_2
IHSAT53,cov_by_ihs_any_time_in_r5_3
IHSAT20,cov_by_ihs_any_tme_in_r5_3_til_12_31_20
PRIDK31,cov_by_priv_ins_dk_plan_r3_1_int
PRIDK42,cov_by_priv_ins_dk_plan_r4_2_int
PRIDK53,cov_by_priv_ins_dk_plan_12_31_r3_int
PRIDK20,cov_by_priv_ins_dk_plan_12_31_20
PRIEU31,cov_by_empl_union_grp_ins_r3_1_int_dt
PRIEU42,cov_by_empl_union_grp_ins_r4_2_int_dt
PRIEU53,cov_by_empl_union_grp_ins_12_31_r3_int
PRIEU20,cov_by_empl_union_grp_ins_12_31_20
PRING31,cov_by_non_group_ins_r3_1_int_dt
PRING42,cov_by_non_group_ins_r4_2_int_dt
PRING53,cov_by_non_group_ins_12_31_r3_int_dt
PRING20,cov_by_non_group_ins_12_31_20
PRIOG31,cov_by_other_group_ins_r3_1_int_dt
PRIOG42,cov_by_other_group_ins_r4_2_int_dt
PRIOG53,cov_by_other_group_ins_12_31_r3_int_dt
PRIOG20,cov_by_other_group_ins_12_31_20
PRINEO31,cov_by_non_esi_pholdr_out_ru_r3_1_int_dt
PRINEO42,cov_by_non_esi_pholdr_out_ru_r4_2_int_dt
PRINEO53,cov_by_non_esi_pholdr_out_ru_12_31_r3_int_dt
PRINEO20,cov_by_non_esi_pholdr_out_ru_12_31_20
PRIEUO31,cov_by_esi_pholdr_outside_ru_r3_1_int
PRIEUO42,cov_by_esi_pholdr_outside_ru_r4_2_int
PRIEUO53,cv_by_esi_phldr_outside_ru_12_31_r3_int
PRIEUO20,cov_by_esi_pholdr_outside_ru_12_31_20
PRSTX31,cov_by_priv_exchange_ins_r3_1_int_dt
PRSTX42,cov_by_priv_exchange_ins_r4_2_int_dt
PRSTX53,priv_exchange_ins_on_12_31_r5_r3_int_dt
PRSTX20,priv_exchange_insurance_on_12_31_20
PRIV31,cov_by_priv_hlth_ins_r3_1_int_date
PRIV42,cov_by_priv_hlth_ins_r4_2_int_date
PRIV53,cov_by_priv_hlth_ins_12_31_r3_int_date
PRIV20,cov_by_priv_hlth_ins_12_31_20
PRIVAT31,cov_by_private_ins_any_time_in_r3_1
PRIVAT42,cov_by_private_ins_any_time_in_r4_2
PRIVAT53,cov_by_private_ins_any_time_in_r5_3
PRIVAT20,cov_by_private_ins_r5_3_until_12_31_20
PUB31X,cov_by_public_ins_r3_1_int_dt_ed
PUB42X,cov_by_public_ins_r4_2_int_dt_ed
PUB53X,cov_by_public_ins_12_31_r3_int_dt_ed
PUB20X,cov_by_public_ins_12_31_20_ed
PUBAT31X,cov_by_public_any_time_in_r3_1
PUBAT42X,cov_by_public_any_time_in_r4_2
PUBAT53X,cov_by_public_any_time_in_r5_3
PUBAT20X,cov_by_public_r5_3_until_12_31_20
VERFLG31,pid_gained_covg_thru_verification_r3_1
VERFLG42,pid_gained_covg_thru_verification_r4_2
VERFLG20,pid_gained_covg_thru_verification_in_r5_r3_until_12_31_20
INS31X,insured_r3_1_int_date_ed
INS42X,insured_r4_2_int_date_ed
INS53X,insured_12_31_r3_int_date_ed
INS20X,insured_12_31_20_ed
INSAT31X,insured_any_time_in_r3_1
INSAT42X,insured_any_time_in_r4_2
INSAT53X,insured_any_time_in_r5_3
INSAT20X,insured_any_time_in_r5_r3_until_12_31_20
DENTIN31,dental_insurance_any_time_in_rd_3_1
DENTIN42,dental_insurance_any_time_in_rd_4_2
DENTIN53,dental_insurance_any_time_in_rd_5_3
DNTINS31,dental_ins_any_time_in_rd_3_1_in_2020
DNTINS20,dentl_ins_any_time_in_r5_r3_til_12_31_20
PMEDIN31,pmed_ins_any_time_in_rd_3_1
PMEDIN42,pmedins_any_time_in_rd_4_2
PMEDIN53,pmedins_any_time_in_rd_5_3
PMDINS31,pmed_ins_rd_3_1_in_2020
PMDINS20,pmed_ins_r5_r3_until_12_31_20
PROBPY42,family_having_prob_paying_medical_bills
CRFMPY42,family_med_bills_being_paid_over_time
PYUNBL42,unable_to_pay_family_medical_bills
PMEDUP31,has_usual_3rd_party_payer_for_pmeds_r3_1
PMEDUP42,has_usual_3rd_party_payer_for_pmeds_r4_2
PMEDUP53,has_usual_3rd_party_payer_for_pmeds_r5_3
PMEDPY31,usual_3rd_party_payer_for_pmeds_r3_1
PMEDPY42,usual_3rd_party_payer_for_pmeds_r4_2
PMEDPY53,usual_3rd_party_payer_for_pmeds_r5_3
TOTTCH20,total_health_care_charges_20_excl_rx
TOTEXP20,total_health_care_exp_20
TOTSLF20,total_amt_paid_by_self_family_20
TOTMCR20,total_amt_paid_by_medicare_20
TOTMCD20,total_amt_paid_by_medicaid_20
TOTPRV20,total_amt_paid_by_private_ins_20
TOTVA20,total_amt_paid_by_va_champva_20
TOTTRI20,total_amt_paid_by_tricare_20
TOTOFD20,total_amt_paid_by_other_federal_20
TOTSTL20,total_amt_paid_by_oth_st_local_20
TOTWCP20,total_amt_paid_by_workers_comp_20
TOTOSR20,total_amt_paid_by_other_sources_20
TOTPTR20,total_amt_paid_by_prv_tri_20
TOTOTH20,total_amt_paid_by_oth_combined_20
OBTOTV20,office_based_provider_visits_2020
OBVTCH20,office_based_provider_visit_charges_20
OBVEXP20,total_office_based_exp_20
OBVSLF20,all_office_visits_self_family_amt_20
OBVMCR20,all_office_visits_medicare_amt_20
OBVMCD20,all_office_visits_medicaid_amt_20
OBVPRV20,all_office_visits_private_ins_amt_20
OBVVA20,all_office_visits_va_champva_amt_20
OBVTRI20,all_office_visits_tricare_amt_20
OBVOFD20,all_office_visits_other_federal_amt_20
OBVSTL20,all_office_visits_oth_st_local_amt_20
OBVWCP20,all_office_visits_workers_comp_amt_20
OBVOSR20,all_off_vsts_oth_unclass_srce_amt_20
OBVPTR20,all_office_visits_prv_tri_amt_20
OBVOTH20,all_office_visits_oth_combined_amt_20
OBDRV20,office_based_physician_visits_2020
OBDTCH20,office_based_physician_visit_charges_20
OBDEXP20,total_off_based_dr_exp_20
OBDSLF20,dr_office_visits_self_family_amt_20
OBDMCR20,dr_office_visits_medicare_amt_20
OBDMCD20,dr_office_visits_medicaid_amt_20
OBDPRV20,dr_office_visits_private_ins_amt_20
OBDVA20,dr_office_visits_va_champva_amt_20
OBDTRI20,dr_office_visits_tricare_amt_20
OBDOFD20,dr_office_visits_other_federal_amt_20
OBDSTL20,dr_office_visits_oth_st_local_amt_20
OBDWCP20,dr_office_visits_workers_comp_amt_20
OBDOSR20,dr_off_vsts_oth_unclass_srce_amt_20
OBDPTR20,dr_office_visits_prv_tri_amt_20
OBDOTH20,dr_office_visits_oth_combined_amt_20
OPTOTV20,outpatient_dept_provider_visits_2020
OPTTCH20,opd_facility_dr_visit_charges_20
OPTEXP20,total_outpatient_fac_dr_exp_20
OPTSLF20,all_opd_vsts_self_family_amt_fac_dr_20
OPTMCR20,all_opd_vsts_medicare_amt_fac_dr_20
OPTMCD20,all_opd_vsts_medicaid_amt_fac_dr_20
OPTPRV20,all_opd_vsts_priv_ins_amt_fac_dr_20
OPTVA20,all_opd_vsts_va_champva_amt_fac_dr_20
OPTTRI20,all_opd_vsts_tricare_amt_fac_dr_20
OPTOFD20,all_opd_vsts_other_fed_amt_fac_dr_20
OPTSTL20,all_opd_vsts_oth_st_local_amt_fac_dr_20
OPTWCP20,all_opd_vsts_workers_comp_amt_fac_dr_20
OPTOSR20,all_opd_vsts_oth_uncls_src_amt_fac_dr_20
OPTPTR20,all_opd_visits_prv_tri_amt_fac_dr_20
OPTOTH20,all_opd_visits_oth_combined_amt_fac_dr_20
OPFTCH20,opd_provider_visit_charges_fac_20
OPFEXP20,total_outpatient_facility_exp_20
OPFSLF20,all_opd_visits_self_family_amt_fac_20
OPFMCR20,all_opd_visits_medicare_amt_fac_20
OPFMCD20,all_opd_visits_medicaid_amt_fac_20
OPFPRV20,all_opd_visits_priv_ins_amt_fac_20
OPFVA20,all_opd_visits_va_champva_amt_fac_20
OPFTRI20,all_opd_visits_tricare_amt_fac_20
OPFOFD20,all_opd_visits_other_fed_amt_fac_20
OPFSTL20,all_opd_visits_oth_st_local_amt_fac_20
OPFWCP20,all_opd_visits_workers_comp_amt_fac_20
OPFOSR20,all_opd_vsts_oth_unclass_srce_amt_fac_20
OPFPTR20,all_opd_visits_prv_tri_amt_fac_20
OPFOTH20,all_opd_visits_oth_combined_amt_fac_20
OPDEXP20,total_outpatient_provider_exp_20
OPDTCH20,opd_provider_visit_charges_dr_20
OPDSLF20,all_opd_visits_self_family_amt_dr_20
OPDMCR20,all_opd_visits_medicare_amt_dr_20
OPDMCD20,all_opd_visits_medicaid_amt_dr_20
OPDPRV20,all_opd_visits_priv_ins_amt_dr_20
OPDVA20,all_opd_visits_va_champva_amt_dr_20
OPDTRI20,all_opd_visits_tricare_amt_dr_20
OPDOFD20,all_opd_visits_other_fed_amt_dr_20
OPDSTL20,all_opd_visits_oth_st_local_amt_dr_20
OPDWCP20,all_opd_visits_workers_comp_amt_dr_20
OPDOSR20,all_opd_vsts_oth_unclass_srce_amt_dr_20
OPDPTR20,all_opd_visits_prv_tri_amt_dr_20
OPDOTH20,all_opd_visits_oth_combined_amt_dr_20
OPDRV20,outpatient_dept_physician_visits_2020
OPVTCH20,opd_physician_visit_charges_fac_20
OPVEXP20,total_outpatient_physician_fac_exp_20
OPVSLF20,opd_dr_visits_self_family_amt_fac_20
OPVMCR20,opd_dr_visits_medicare_amt_fac_20
OPVMCD20,opd_dr_visits_medicaid_amt_fac_20
OPVPRV20,opd_dr_visits_priv_ins_amt_fac_20
OPVVA20,opd_dr_visits_va_champva_amt_fac_20
OPVTRI20,opd_dr_visits_tricare_amt_fac_20
OPVOFD20,opd_dr_visits_other_fed_amt_fac_20
OPVSTL20,opd_dr_visits_oth_st_local_amt_fac_20
OPVWCP20,opd_dr_visits_workers_comp_amt_fac_20
OPVOSR20,opd_dr_vsts_oth_unclass_srce_amt_fac_20
OPVPTR20,opd_dr_visits_prv_tri_amt_fac_20
OPVOTH20,opd_dr_visits_oth_combined_amt_fac_20
OPSEXP20,total_outpatient_physician_dr_exp_20
OPSTCH20,opd_physician_visit_charges_dr_20
OPSSLF20,opd_dr_visits_self_family_amt_dr_20
OPSMCR20,opd_dr_visits_medicare_amt_dr_20
OPSMCD20,opd_dr_visits_medicaid_amt_dr_20
OPSPRV20,opd_dr_visits_priv_ins_amt_dr_20
OPSVA20,opd_dr_visits_va_champva_amt_dr_20
OPSTRI20,opd_dr_visits_tricare_amt_dr_20
OPSOFD20,opd_dr_visits_other_fed_amt_dr_20
OPSSTL20,opd_dr_visits_oth_st_local_amt_dr_20
OPSWCP20,opd_dr_visits_workers_comp_amt_dr_20
OPSOSR20,opd_dr_vsts_oth_unclass_srce_amt_dr_20
OPSPTR20,opd_dr_visits_prv_tri_amt_dr_20
OPSOTH20,opd_dr_visits_oth_combined_amt_dr_20
ERTOT20,emergency_room_visits_2020
ERTTCH20,er_facility_dr_visit_charges_20
ERTEXP20,total_er_facility_dr_exp_20
ERTSLF20,er_self_family_amt_fac_dr_20
ERTMCR20,er_medicare_amt_fac_dr_20
ERTMCD20,er_medicaid_amt_fac_dr_20
ERTPRV20,er_priv_ins_amt_fac_dr_20
ERTVA20,er_va_champva_amt_fac_dr_20
ERTTRI20,er_tricare_amt_fac_dr_20
ERTOFD20,er_other_fed_amt_fac_dr_20
ERTSTL20,er_oth_st_local_amt_fac_dr_20
ERTWCP20,er_workers_comp_amt_fac_dr_20
ERTOSR20,er_oth_unclass_srce_amt_fac_dr_20
ERTPTR20,er_prv_tri_amt_fac_dr_20
ERTOTH20,er_oth_combined_amt_fac_dr_20
ERFTCH20,er_facility_visit_charges_20
ERFEXP20,total_er_facility_exp_20
ERFSLF20,er_self_family_amt_fac_20
ERFMCR20,er_medicare_amt_fac_20
ERFMCD20,er_medicaid_amt_fac_20
ERFPRV20,er_private_ins_amt_fac_20
ERFVA20,er_va_champva_amt_fac_20
ERFTRI20,er_tricare_amt_fac_20
ERFOFD20,er_other_federal_amt_fac_20
ERFSTL20,er_oth_st_local_amt_fac_20
ERFWCP20,er_workers_comp_amt_fac_20
ERFOSR20,er_oth_unclass_srce_amt_fac_20
ERFPTR20,er_prv_tri_amt_fac_20
ERFOTH20,er_oth_combined_amt_fac_20
ERDEXP20,total_emergency_room_dr_exp_20
ERDTCH20,er_doctor_visit_charges_20
ERDSLF20,er_self_family_amt_dr_20
ERDMCR20,er_medicare_amt_dr_20
ERDMCD20,er_medicaid_amt_dr_20
ERDPRV20,er_private_ins_amt_dr_20
ERDVA20,er_va_champva_amt_dr_20
ERDTRI20,er_tricare_amt_dr_20
ERDOFD20,er_other_fed_amt_dr_20
ERDSTL20,er_oth_st_local_amt_dr_20
ERDWCP20,er_workers_comp_amt_dr_20
ERDOSR20,er_oth_unclass_srce_amt_dr_20
ERDPTR20,er_prv_tri_amt_dr_20
ERDOTH20,er_oth_combined_amt_dr_20
IPDIS20,hospital_discharges_2020
IPTEXP20,tot_hosp_ip_facility_dr_exp_20
IPTTCH20,ip_hosp_stay_charges_fac_dr_20
IPTSLF20,ip_hosp_staz_self_family_amt_fac_dr_20
IPTMCR20,ip_hosp_staz_medicare_amt_fac_dr_20
IPTMCD20,ip_hosp_staz_medicaid_amt_fac_dr_20
IPTPRV20,ip_hosp_staz_priv_ins_amt_fac_dr_20
IPTVA20,ip_hosp_staz_va_champva_amt_fac_dr_20
IPTTRI20,ip_hosp_staz_tricare_amt_fac_dr_20
IPTOFD20,ip_hosp_staz_other_fed_amt_fac_dr_20
IPTSTL20,ip_hsp_staz_oth_st_local_amt_fac_dr_20
IPTWCP20,ip_hosp_staz_wrkrs_comp_amt_fac_dr_20
IPTOSR20,ip_hosp_staz_oth_uncls_src_amt_fac_dr_20
IPTPTR20,ip_hosp_staz_prv_tri_amt_fac_dr_20
IPTOTH20,ip_hosp_staz_oth_combined_amt_fac_dr_20
IPFEXP20,tot_hosp_ip_facility_exp_inc_0_nites_20
IPFTCH20,ip_hosp_stay_charges_fac_20
IPFSLF20,ip_hosp_staz_self_family_amt_fac_20
IPFMCR20,ip_hosp_staz_medicare_amt_fac_20
IPFMCD20,ip_hosp_staz_medicaid_amt_fac_20
IPFPRV20,ip_hosp_staz_priv_ins_amt_fac_20
IPFVA20,ip_hosp_staz_va_champva_amt_fac_20
IPFTRI20,ip_hosp_staz_tricare_amt_fac_20
IPFOFD20,ip_hosp_staz_other_fed_amt_fac_20
IPFSTL20,ip_hosp_staz_oth_st_local_amt_fac_20
IPFWCP20,ip_hosp_staz_workers_comp_amt_fac_20
IPFOSR20,ip_hosp_staz_ot_unclass_srce_amt_fac_20
IPFPTR20,ip_hosp_staz_prv_tri_amt_fac_20
IPFOTH20,ip_hosp_staz_oth_combined_amt_fac_20
IPDEXP20,totl_hosp_staz_dr_exp_20
IPDTCH20,ip_hosp_stay_charges_dr_20
IPDSLF20,ip_hosp_staz_self_family_amt_dr_20
IPDMCR20,ip_hosp_staz_medicare_amt_dr_20
IPDMCD20,ip_hosp_staz_medicaid_amt_dr_20
IPDPRV20,ip_hosp_staz_priv_ins_amt_dr_20
IPDVA20,ip_hosp_staz_va_champva_amt_dr_20
IPDTRI20,ip_hosp_staz_tricare_amt_dr_20
IPDOFD20,ip_hosp_staz_other_fed_amt_dr_20
IPDSTL20,ip_hosp_staz_oth_st_local_amt_dr_20
IPDWCP20,ip_hosp_staz_workers_comp_amt_dr_20
IPDOSR20,ip_hosp_staz_ot_unclass_sorce_amt_dr_20
IPDPTR20,ip_hosp_staz_prv_tri_amt_dr_20
IPDOTH20,ip_hosp_staz_oth_combined_amt_dr_20
IPNGTD20,nights_in_hosp_for_discharges_2020
DVTOT20,dental_care_visits_2020
DVTTCH20,total_dental_care_visit_charges_20
DVTEXP20,total_dental_care_exp_20
DVTSLF20,all_dental_care_self_family_amt_20
DVTMCR20,all_dental_care_medicare_amt_20
DVTMCD20,all_dental_care_medicaid_amt_20
DVTPRV20,all_dental_care_private_ins_amt_20
DVTVA20,all_dental_care_va_champva_amt_20
DVTTRI20,all_dental_care_tricare_amt_20
DVTOFD20,all_dental_care_other_fedrl_amt_20
DVTSTL20,all_dental_care_oth_st_local_amt_20
DVTWCP20,all_dental_care_workers_comp_amt_20
DVTOSR20,all_dent_care_ot_unclass_srce_amt_20
DVTPTR20,all_dental_care_prv_tri_amt_20
DVTOTH20,all_dental_care_oth_combined_amt_20
HHTOTD20,home_health_provider_days_2020
HHAGD20,agency_home_health_provider_days_2020
HHATCH20,home_health_agency_visit_charges_20
HHAEXP20,total_home_health_agency_exp_20
HHASLF20,home_hlth_agency_self_family_amt_20
HHAMCR20,home_hlth_agency_medicare_amt_20
HHAMCD20,home_hlth_agency_medicaid_amt_20
HHAPRV20,home_hlth_agency_private_ins_amt_20
HHAVA20,home_hlth_agency_va_champva_amt_20
HHATRI20,home_hlth_agency_tricare_amt_20
HHAOFD20,home_hlth_agency_other_fed_amt_20
HHASTL20,home_hlth_agency_othr_st_local_amt_20
HHAWCP20,home_hlth_agency_workers_comp_amt_20
HHAOSR20,h_hlth_agency_ot_unclass_srce_amt_20
HHAPTR20,home_hlth_agency_prv_tri_amt_20
HHAOTH20,home_hlth_agency_oth_combined_amt_20
HHINDD20,non_agency_home_health_providr_days_2020
HHNTCH20,home_health_non_agency_visit_charges_20
HHNEXP20,total_home_health_non_agncy_exp_20
HHNSLF20,home_hlth_non_agncy_self_fam_amt_20
HHNMCD20,home_hlth_non_agncy_medicaid_amt_20
HHNMCR20,home_hlth_non_agncy_medicare_amt_20
HHNPRV20,home_hlth_non_agncy_priv_ins_amt_20
HHNVA20,home_hlth_non_agncy_va_champva_amt_20
HHNTRI20,home_hlth_non_agncy_tricare_amt_20
HHNOFD20,home_hlth_non_agncy_othr_fed_amt_20
HHNSTL20,home_hlth_non_agncy_othr_st_locl_amt_20
HHNWCP20,home_hlth_non_agncy_workers_comp_amt_20
HHNOSR20,h_hlth_non_agncy_ot_unclass_srce_amt_20
HHNPTR20,home_hlth_non_agncy_prv_tri_amt_20
HHNOTH20,home_hlth_non_agncy_oth_combined_amt_20
HHINFD20,informal_home_health_provider_days_2020
VISEXP20,total_glasses_contact_lens_exp_20
VISTCH20,glasses_contact_lenses_charges_20
VISSLF20,glasses_cntct_lenses_self_fam_amt_20
VISMCR20,glasses_cntct_lenses_medicare_amt_20
VISMCD20,glasses_cntct_lenses_medicaid_amt_20
VISPRV20,glasses_cntct_lenses_priv_ins_amt_20
VISVA20,glasses_cntct_lenses_va_champva_amt_20
VISTRI20,glasses_lenses_tricare_amt_20
VISOFD20,glasses_cntct_lenses_othr_fed_amt_20
VISSTL20,glasses_cntct_lenses_oth_st_locl_amt_20
VISWCP20,glasses_cntct_lenses_workers_comp_amt_20
VISOSR20,glases_cntct_lense_ot_unclas_srce_amt_20
VISPTR20,glasses_cntct_lenses_prv_tri_amt_20
VISOTH20,glasses_cntct_lenses_oth_combined_amt_20
OTHTCH20,other_equp_supplies_charges_20
OTHEXP20,tot_other_equip_sply_excl_diab_exp_20
OTHSLF20,other_equp_supplies_self_fam_amt_20
OTHMCR20,other_equp_supplies_medicare_amt_20
OTHMCD20,other_equp_supplies_medicaid_amt_20
OTHPRV20,other_equp_supplies_priv_ins_amt_20
OTHVA20,other_equp_supply_va_champva_amt_20
OTHTRI20,other_equp_supply_tricare_amt_20
OTHOFD20,other_equp_supplies_othr_fedrl_amt_20
OTHSTL20,other_equp_supply_othr_st_local_amt_20
OTHWCP20,other_equp_supply_workers_comp_amt_20
OTHOSR20,oth_equp_suply_ot_unclass_srce_amt_20
OTHPTR20,other_equp_supply_prv_tri_amt_20
OTHOTH20,other_equp_supply_oth_combined_amt_20
RXTOT20,presc_meds_incl_refills_20
RXEXP20,total_rx_exp_20
RXSLF20,total_rx_self_family_amt_20
RXMCR20,total_rx_medicare_amt_20
RXMCD20,total_rx_medicaid_amt_20
RXPRV20,total_rx_private_ins_amt_20
RXVA20,total_rx_va_champva_amt_20
RXTRI20,total_rx_tricare_amt_20
RXOFD20,total_rx_other_fed_amt_20
RXSTL20,total_rx_other_st_local_amt_20
RXWCP20,total_rx_workers_comp_amt_20
RXOSR20,tot_rx_oth_unclass_srce_amt_20
RXPTR20,total_rx_prv_tri_amt_20
RXOTH20,total_rx_oth_combined_amt_20
PERWT20F,final_person_weight_2020
FAMWT20F,final_family_weight_2020
FAMWT20C,pov_adj_family_wgt_cps_fam_on_12_31_20
SAQWT20F,final_saq_person_weight_2020
DIABW20F,final_diabetes_care_supplement_weight
VARSTR,variance_estimation_stratum_2020
VARPSU,variance_estimation_psu_2020
