old_name,new_name
OFREMP42,employer_offers_health_ins_rd_4_2_cmj
OFREMP53,employer_offers_health_ins_rd_5_3_cmj
OUTFLAG31,outlier_flag_indicates_wage_flagged_but_not_edited_outflag31
OUTFLAG42,outlier_flag_indicates_wage_flagged_but_not_edited_outflag42
OUTFLAG53,outlier_flag_indicates_wage_flagged_but_not_edited_outflag53
EMPST31H,employment_status_rd_3_1_imp
EMPST42H,employment_status_rd_4_2_imp
EMPST53H,employment_status_rd_5_3_imp
SLFCM31H,self_employed_at_rd_3_1_cmj_imp
SLFCM42H,self_employed_at_rd_4_2_cmj_imp
SLFCM53H,self_employed_at_rd_5_3_cmj_imp
NMEMP31H,number_of_employees_at_rd_3_1_cmj_imp
NMEMP42H,number_of_employees_at_rd_4_2_cmj_imp
NMEMP53H,number_of_employees_at_rd_5_3_cmj_imp
MORE31H,rd_3_1_cmj_firm_more_than_1_location_imp
MORE42H,rd_4_2_cmj_firm_more_than_1_location_imp
MORE53H,rd_5_3_cmj_firm_more_than_1_location_imp
INDCT31H,industry_group_rd_3_1_cmj_imp
INDCT42H,industry_group_rd_4_2_cmj_imp
INDCT53H,industry_group_rd_5_3_cmj_imp
OCCCT31H,occupation_group_rd_3_1_cmj_imp
OCCCT42H,occupation_group_rd_4_2_cmj_imp
OCCCT53H,occupation_group_rd_5_3_cmj_imp
HOUR31H,hours_per_week_at_rd_3_1_cmj_imp
HOUR42H,hours_per_week_at_rd_4_2_cmj_imp
HOUR53H,hours_per_week_at_rd_5_3_cmj_imp
JBORG31H,prv_st_lc_gov_fed_gov_rd_3_1_cmj_imp
JBORG42H,prv_st_lc_gov_fed_gov_rd_4_2_cmj_imp
JBORG53H,prv_st_lc_gov_fed_gov_rd_5_3_cmj_imp
UNION31H,union_status_at_rd_3_1_cmj_imp
UNION42H,union_status_at_rd_4_2_cmj_imp
UNION53H,union_status_at_rd_5_3_cmj_imp
BSNTY31H,sol_prop_prtnr_corp_rd_3_1_cmj_imp
BSNTY42H,sol_prop_prtnr_corp_rd_4_2_cmj_imp
BSNTY53H,sol_prop_prtnr_corp_rd_5_3_cmj_imp
HRWG31H,hourly_wage_rd_3_1_cmj_imp_hrwg31h
HRWG42H,hourly_wage_rd_4_2_cmj_imp_hrwg42h
HRWG53H,hourly_wage_rd_5_3_cmj_imp_hrwg53h
CMJHLD31,hlth_insur_held_from_rd_3_1_cmj_prpl
CMJHLD42,hlth_insur_held_from_rd_4_2_cmj_prpl
CMJHLD53,hlth_insur_held_from_rd_5_3_cmj_prpl
OFFER31H,health_insur_offered_by_rd_3_1_cmj_imp
OFFER42H,health_insur_offered_by_rd_4_2_cmj_imp
OFFER53H,health_insur_offered_by_rd_5_3_cmj_imp
OFEMP31H,emp_offers_health_ins_rd_3_1_cmj_imp
OFEMP42H,emp_offers_health_ins_rd_4_2_cmj_imp
OFEMP53H,emp_offers_health_ins_rd_5_3_cmj_imp
PYVAC31H,paid_vacation_at_rd_3_1_cmj_imp
PYVAC42H,paid_vacation_at_rd_4_2_cmj_imp
PYVAC53H,paid_vacation_at_rd_5_3_cmj_imp
SCPAY31H,paid_sick_leave_at_rd_3_1_cmj_imp
SCPAY42H,paid_sick_leave_at_rd_4_2_cmj_imp
SCPAY53H,paid_sick_leave_at_rd_5_3_cmj_imp
PAYDR31H,paid_leave_to_visit_dr_rd_3_1_cmj_imp
PAYDR42H,paid_leave_to_visit_dr_rd_4_2_cmj_imp
PAYDR53H,paid_leave_to_visit_dr_rd_5_3_cmj_imp
RTPLN31H,pension_plan_at_rd_3_1_cmj_imp
RTPLN42H,pension_plan_at_rd_4_2_cmj_imp
RTPLN53H,pension_plan_at_rd_5_3_cmj_imp
FILEDR20,has_person_filed_a_fed_income_tax_return
WILFIL20,will_person_file_fed_income_tax_return
FLSTAT20,person_s_filing_status
FILER20,primary_or_secondary_filer
JTINRU20,joint_filer_s_membership_in_ru
JNTPID20,pid_of_secondary_filer
TAXFRM20,tax_form_person_will_file
FOODST20,did_anyone_purchase_food_stamps
FOODMN20,number_of_months_food_stamps_purchased
FOODVL20,monthly_value_of_food_stamps
TTLP20X,person_s_total_income
FAMINC20,family_s_total_income
POVCAT20,family_inc_as_of_poverty_line_categorical
POVLEV20,family_inc_as_of_poverty_line_continuous
WAGEP20X,person_s_wage_income
WAGIMP20,wage_imputation_flag
BUSNP20X,person_s_business_income
BUSIMP20,business_income_imputation_flag
UNEMP20X,person_s_unemployment_comp_income
UNEIMP20,unemployment_imputation_flag
WCMPP20X,person_s_workers_compensation
WCPIMP20,workers_comp_imputation_flag
INTRP20X,person_s_interest_income
INTIMP20,interest_income_imputation_flag
DIVDP20X,person_s_dividend_income
DIVIMP20,dividend_income_imputation_flag
SALEP20X,person_s_sales_income
SALIMP20,sales_income_imputation_flag
PENSP20X,person_s_pension_income
PENIMP20,pension_income_imputation_flag
SSECP20X,person_s_social_security_income
SSCIMP20,social_security_income_imputation_flag
TRSTP20X,person_s_trust_rent_income
TRTIMP20,trust_income_imputation_flag
VETSP20X,person_s_veteran_s_income
VETIMP20,veteran_s_income_imputation_flag
IRASP20X,person_s_ira_income
IRAIMP20,ira_income_imputation_flag
ALIMP20X,person_s_alimony_income
ALIIMP20,alimony_income_imputation_flag
CHLDP20X,person_s_child_support
CHLIMP20,child_support_imputation_flag
CASHP20X,person_s_other_regular_cash_contribution
CSHIMP20,cash_contribution_imputation_flag
SSIP20X,person_s_ssi
SSIIMP20,ssi_imputation_flag
PUBP20X,person_s_public_assistance
PUBIMP20,public_assistance_imputation_flag
OTHRP20X,person_s_other_income
OTHIMP20,other_income_imputation_flag
HIEUIDX,hieu_identifier
TRIJA20X,covered_by_tricare_champva_in_jan20_ed
TRIFE20X,covered_by_tricare_champva_in_feb20_ed
TRIMA20X,covered_by_tricare_champva_in_mar20_ed
TRIAP20X,covered_by_tricare_champva_in_apr20_ed
TRIMY20X,covered_by_tricare_champva_in_may20_ed
TRIJU20X,covered_by_tricare_champva_in_jun20_ed
TRIJL20X,covered_by_tricare_champva_in_jul20_ed
TRIAU20X,covered_by_tricare_champva_in_aug20_ed
TRISE20X,covered_by_tricare_champva_in_sep20_ed
TRIOC20X,covered_by_tricare_champva_in_oct20_ed
TRINO20X,covered_by_tricare_champva_in_nov20_ed
TRIDE20X,covered_by_tricare_champva_in_dec20_ed
MCRJA20,covered_by_medicare_in_jan20
MCRFE20,covered_by_medicare_in_feb20
MCRMA20,covered_by_medicare_in_mar20
MCRAP20,covered_by_medicare_in_apr20
MCRMY20,covered_by_medicare_in_may20
MCRJU20,covered_by_medicare_in_jun20
MCRJL20,covered_by_medicare_in_jul20
MCRAU20,covered_by_medicare_in_aug20
MCRSE20,covered_by_medicare_in_sep20
MCROC20,covered_by_medicare_in_oct20
MCRNO20,covered_by_medicare_in_nov20
MCRDE20,covered_by_medicare_in_dec20
MCRJA20X,covered_by_medicare_in_jan20_ed
MCRFE20X,covered_by_medicare_in_feb20_ed
MCRMA20X,covered_by_medicare_in_mar20_ed
MCRAP20X,covered_by_medicare_in_apr20_ed
MCRMY20X,covered_by_medicare_in_may20_ed
MCRJU20X,covered_by_medicare_in_jun20_ed
MCRJL20X,covered_by_medicare_in_jul20_ed
MCRAU20X,covered_by_medicare_in_aug20_ed
MCRSE20X,covered_by_medicare_in_sep20_ed
MCROC20X,covered_by_medicare_in_oct20_ed
MCRNO20X,covered_by_medicare_in_nov20_ed
MCRDE20X,covered_by_medicare_in_dec20_ed
MCDJA20,cov_by_medicaid_or_schip_in_jan20
MCDFE20,cov_by_medicaid_or_schip_in_feb20
MCDMA20,cov_by_medicaid_or_schip_in_mar20
MCDAP20,cov_by_medicaid_or_schip_in_apr20
MCDMY20,cov_by_medicaid_or_schip_in_may20
MCDJU20,cov_by_medicaid_or_schip_in_jun20
MCDJL20,cov_by_medicaid_or_schip_in_jul20
MCDAU20,cov_by_medicaid_or_schip_in_aug20
MCDSE20,cov_by_medicaid_or_schip_in_sep20
MCDOC20,cov_by_medicaid_or_schip_in_oct20
MCDNO20,cov_by_medicaid_or_schip_in_nov20
MCDDE20,cov_by_medicaid_or_schip_in_dec20
MCDJA20X,cov_by_medicaid_or_schip_in_jan20_ed
MCDFE20X,cov_by_medicaid_or_schip_in_feb20_ed
MCDMA20X,cov_by_medicaid_or_schip_in_mar20_ed
MCDAP20X,cov_by_medicaid_or_schip_in_apr20_ed
MCDMY20X,cov_by_medicaid_or_schip_in_may20_ed
MCDJU20X,cov_by_medicaid_or_schip_in_jun20_ed
MCDJL20X,cov_by_medicaid_or_schip_in_jul20_ed
MCDAU20X,cov_by_medicaid_or_schip_in_aug20_ed
MCDSE20X,cov_by_medicaid_or_schip_in_sep20_ed
MCDOC20X,cov_by_medicaid_or_schip_in_oct20_ed
MCDNO20X,cov_by_medicaid_or_schip_in_nov20_ed
MCDDE20X,cov_by_medicaid_or_schip_in_dec20_ed
GVAJA20,cov_by_other_public_coverage_in_jan20
GVAFE20,cov_by_other_public_coverage_in_feb20
GVAMA20,cov_by_other_public_coverage_in_mar20
GVAAP20,cov_by_other_public_coverage_in_apr20
GVAMY20,cov_by_other_public_coverage_in_may20
GVAJU20,cov_by_other_public_coverage_in_jun20
GVAJL20,cov_by_other_public_coverage_in_jul20
GVAAU20,cov_by_other_public_coverage_in_aug20
GVASE20,cov_by_other_public_coverage_in_sep20
GVAOC20,cov_by_other_public_coverage_in_oct20
GVANO20,cov_by_other_public_coverage_in_nov20
GVADE20,cov_by_other_public_coverage_in_dec20
GVBJA20,cov_by_other_public_hmo_in_jan20
GVBFE20,cov_by_other_public_hmo_in_feb20
GVBMA20,cov_by_other_public_hmo_in_mar20
GVBAP20,cov_by_other_public_hmo_in_apr20
GVBMY20,cov_by_other_public_hmo_in_may20
GVBJU20,cov_by_other_public_hmo_in_jun20
GVBJL20,cov_by_other_public_hmo_in_jul20
GVBAU20,cov_by_other_public_hmo_in_aug20
GVBSE20,cov_by_other_public_hmo_in_sep20
GVBOC20,cov_by_other_public_hmo_in_oct20
GVBNO20,cov_by_other_public_hmo_in_nov20
GVBDE20,cov_by_other_public_hmo_in_dec20
GVCJA20,cov_by_other_public_pays_prem_in_jan20
GVCFE20,cov_by_other_public_pays_prem_in_feb20
GVCMA20,cov_by_other_public_pays_prem_in_mar20
GVCAP20,cov_by_other_public_pays_prem_in_apr20
GVCMY20,cov_by_other_public_pays_prem_in_may20
GVCJU20,cov_by_other_public_pays_prem_in_jun20
GVCJL20,cov_by_other_public_pays_prem_in_jul20
GVCAU20,cov_by_other_public_pays_prem_in_aug20
GVCSE20,cov_by_other_public_pays_prem_in_sep20
GVCOC20,cov_by_other_public_pays_prem_in_oct20
GVCNO20,cov_by_other_public_pays_prem_in_nov20
GVCDE20,cov_by_other_public_pays_prem_in_dec20
VAPJA20,covered_by_va_in_jan20
VAPFE20,covered_by_va_in_feb20
VAPMA20,covered_by_va_in_mar20
VAPAP20,covered_by_va_in_apr20
VAPMY20,covered_by_va_in_may20
VAPJU20,covered_by_va_in_jun20
VAPJL20,covered_by_va_in_jul20
VAPAU20,covered_by_va_in_aug20
VAPSE20,covered_by_va_in_sep20
VAPOC20,covered_by_va_in_oct20
VAPNO20,covered_by_va_in_nov20
VAPDE20,covered_by_va_in_dec20
IHSJA20,cov_by_indian_health_service_in_jan20
IHSFE20,cov_by_indian_health_service_in_feb20
IHSMA20,cov_by_indian_health_service_in_mar20
IHSAP20,cov_by_indian_health_service_in_apr20
IHSMY20,cov_by_indian_health_service_in_may20
IHSJU20,cov_by_indian_health_service_in_jun20
IHSJL20,cov_by_indian_health_service_in_jul20
IHSAU20,cov_by_indian_health_service_in_aug20
IHSSE20,cov_by_indian_health_service_in_sep20
IHSOC20,cov_by_indian_health_service_in_oct20
IHSNO20,cov_by_indian_health_service_in_nov20
IHSDE20,cov_by_indian_health_service_in_dec20
PUBJA20X,covr_by_any_public_ins_in_jan20
PUBFE20X,covr_by_any_public_ins_in_feb20
PUBMA20X,covr_by_any_public_ins_in_mar20
PUBAP20X,covr_by_any_public_ins_in_apr20
PUBMY20X,covr_by_any_public_ins_in_may20
PUBJU20X,covr_by_any_public_ins_in_jun20
PUBJL20X,covr_by_any_public_ins_in_jul20
PUBAU20X,covr_by_any_public_ins_in_aug20
PUBSE20X,covr_by_any_public_ins_in_sep20
PUBOC20X,covr_by_any_public_ins_in_oct20
PUBNO20X,covr_by_any_public_ins_in_nov20
PUBDE20X,covr_by_any_public_ins_in_dec20
PEGJA20,covered_by_empl_union_ins_in_jan20
PEGFE20,covered_by_empl_union_ins_in_feb20
PEGMA20,covered_by_empl_union_ins_in_mar20
PEGAP20,covered_by_empl_union_ins_in_apr20
PEGMY20,covered_by_empl_union_ins_in_may20
PEGJU20,covered_by_empl_union_ins_in_jun20
PEGJL20,covered_by_empl_union_ins_in_jul20
PEGAU20,covered_by_empl_union_ins_in_aug20
PEGSE20,covered_by_empl_union_ins_in_sep20
PEGOC20,covered_by_empl_union_ins_in_oct20
PEGNO20,covered_by_empl_union_ins_in_nov20
PEGDE20,covered_by_empl_union_ins_in_dec20
PDKJA20,covr_by_priv_ins_source_unknwn_jan20
PDKFE20,covr_by_priv_ins_source_unknwn_feb20
PDKMA20,covr_by_priv_ins_source_unknwn_mar20
PDKAP20,covr_by_priv_ins_source_unknwn_apr20
PDKMY20,covr_by_priv_ins_source_unknwn_may20
PDKJU20,covr_by_priv_ins_source_unknwn_jun20
PDKJL20,covr_by_priv_ins_source_unknwn_jul20
PDKAU20,covr_by_priv_ins_source_unknwn_aug20
PDKSE20,covr_by_priv_ins_source_unknwn_sep20
PDKOC20,covr_by_priv_ins_source_unknwn_oct20
PDKNO20,covr_by_priv_ins_source_unknwn_nov20
PDKDE20,covr_by_priv_ins_source_unknwn_dec20
PNGJA20,covered_by_nongroup_ins_in_jan20
PNGFE20,covered_by_nongroup_ins_in_feb20
PNGMA20,covered_by_nongroup_ins_in_mar20
PNGAP20,covered_by_nongroup_ins_in_apr20
PNGMY20,covered_by_nongroup_ins_in_may20
PNGJU20,covered_by_nongroup_ins_in_jun20
PNGJL20,covered_by_nongroup_ins_in_jul20
PNGAU20,covered_by_nongroup_ins_in_aug20
PNGSE20,covered_by_nongroup_ins_in_sep20
PNGOC20,covered_by_nongroup_ins_in_oct20
PNGNO20,covered_by_nongroup_ins_in_nov20
PNGDE20,covered_by_nongroup_ins_in_dec20
POGJA20,covered_by_other_group_ins_in_jan20
POGFE20,covered_by_other_group_ins_in_feb20
POGMA20,covered_by_other_group_ins_in_mar20
POGAP20,covered_by_other_group_ins_in_apr20
POGMY20,covered_by_other_group_ins_in_may20
POGJU20,covered_by_other_group_ins_in_jun20
POGJL20,covered_by_other_group_ins_in_jul20
POGAU20,covered_by_other_group_ins_in_aug20
POGSE20,covered_by_other_group_ins_in_sep20
POGOC20,covered_by_other_group_ins_in_oct20
POGNO20,covered_by_other_group_ins_in_nov20
POGDE20,covered_by_other_group_ins_in_dec20
POEJA20,cov_by_esi_pholder_outside_ru_in_jan20
POEFE20,cov_by_esi_pholder_outside_ru_in_feb20
POEMA20,cov_by_esi_pholder_outside_ru_in_mar20
POEAP20,cov_by_esi_pholder_outside_ru_in_apr20
POEMY20,cov_by_esi_pholder_outside_ru_in_may20
POEJU20,cov_by_esi_pholder_outside_ru_in_jun20
POEJL20,cov_by_esi_pholder_outside_ru_in_jul20
POEAU20,cov_by_esi_pholder_outside_ru_in_aug20
POESE20,cov_by_esi_pholder_outside_ru_in_sep20
POEOC20,cov_by_esi_pholder_outside_ru_in_oct20
POENO20,cov_by_esi_pholder_outside_ru_in_nov20
POEDE20,cov_by_esi_pholder_outside_ru_in_dec20
PNEJA20,cov_by_non_esi_phldr_outside_ru_in_jan20
PNEFE20,cov_by_non_esi_phldr_outside_ru_in_feb20
PNEMA20,cov_by_non_esi_phldr_outside_ru_in_mar20
PNEAP20,cov_by_non_esi_phldr_outside_ru_in_apr20
PNEMY20,cov_by_non_esi_phldr_outside_ru_in_may20
PNEJU20,cov_by_non_esi_phldr_outside_ru_in_jun20
PNEJL20,cov_by_non_esi_phldr_outside_ru_in_jul20
PNEAU20,cov_by_non_esi_phldr_outside_ru_in_aug20
PNESE20,cov_by_non_esi_phldr_outside_ru_in_sep20
PNEOC20,cov_by_non_esi_phldr_outside_ru_in_oct20
PNENO20,cov_by_non_esi_phldr_outside_ru_in_nov20
PNEDE20,cov_by_non_esi_phldr_outside_ru_in_dec20
PRXJA20,cov_by_priv_ins_through_exchng_in_jan20
PRXFE20,cov_by_priv_ins_through_exchng_in_feb20
PRXMA20,cov_by_priv_ins_through_exchng_in_mar20
PRXAP20,cov_by_priv_ins_through_exchng_in_apr20
PRXMY20,cov_by_priv_ins_through_exchng_in_may20
PRXJU20,cov_by_priv_ins_through_exchng_in_jun20
PRXJL20,cov_by_priv_ins_through_exchng_in_jul20
PRXAU20,cov_by_priv_ins_through_exchng_in_aug20
PRXSE20,cov_by_priv_ins_through_exchng_in_sep20
PRXOC20,cov_by_priv_ins_through_exchng_in_oct20
PRXNO20,cov_by_priv_ins_through_exchng_in_nov20
PRXDE20,cov_by_priv_ins_through_exchng_in_dec20
PRIJA20,covered_by_private_ins_in_jan20
PRIFE20,covered_by_private_ins_in_feb20
PRIMA20,covered_by_private_ins_in_mar20
PRIAP20,covered_by_private_ins_in_apr20
PRIMY20,covered_by_private_ins_in_may20
PRIJU20,covered_by_private_ins_in_jun20
PRIJL20,covered_by_private_ins_in_jul20
PRIAU20,covered_by_private_ins_in_aug20
PRISE20,covered_by_private_ins_in_sep20
PRIOC20,covered_by_private_ins_in_oct20
PRINO20,covered_by_private_ins_in_nov20
PRIDE20,covered_by_private_ins_in_dec20
HPEJA20,pholder_of_empl_union_ins_in_jan20
HPEFE20,pholder_of_empl_union_ins_in_feb20
HPEMA20,pholder_of_empl_union_ins_in_mar20
HPEAP20,pholder_of_empl_union_ins_in_apr20
HPEMY20,pholder_of_empl_union_ins_in_may20
HPEJU20,pholder_of_empl_union_ins_in_jun20
HPEJL20,pholder_of_empl_union_ins_in_jul20
HPEAU20,pholder_of_empl_union_ins_in_aug20
HPESE20,pholder_of_empl_union_ins_in_sep20
HPEOC20,pholder_of_empl_union_ins_in_oct20
HPENO20,pholder_of_empl_union_ins_in_nov20
HPEDE20,pholder_of_empl_union_ins_in_dec20
HPDJA20,pholder_of_priv_ins_source_unknwn_jan20
HPDFE20,pholder_of_priv_ins_source_unknwn_feb20
HPDMA20,pholder_of_priv_ins_source_unknwn_mar20
HPDAP20,pholder_of_priv_ins_source_unknwn_apr20
HPDMY20,pholder_of_priv_ins_source_unknwn_may20
HPDJU20,pholder_of_priv_ins_source_unknwn_jun20
HPDJL20,pholder_of_priv_ins_source_unknwn_jul20
HPDAU20,pholder_of_priv_ins_source_unknwn_aug20
HPDSE20,pholder_of_priv_ins_source_unknwn_sep20
HPDOC20,pholder_of_priv_ins_source_unknwn_oct20
HPDNO20,pholder_of_priv_ins_source_unknwn_nov20
HPDDE20,pholder_of_priv_ins_source_unknwn_dec20
HPNJA20,pholder_of_nongroup_ins_in_jan20
HPNFE20,pholder_of_nongroup_ins_in_feb20
HPNMA20,pholder_of_nongroup_ins_in_mar20
HPNAP20,pholder_of_nongroup_ins_in_apr20
HPNMY20,pholder_of_nongroup_ins_in_may20
HPNJU20,pholder_of_nongroup_ins_in_jun20
HPNJL20,pholder_of_nongroup_ins_in_jul20
HPNAU20,pholder_of_nongroup_ins_in_aug20
HPNSE20,pholder_of_nongroup_ins_in_sep20
HPNOC20,pholder_of_nongroup_ins_in_oct20
HPNNO20,pholder_of_nongroup_ins_in_nov20
HPNDE20,pholder_of_nongroup_ins_in_dec20
HPOJA20,pholder_of_other_group_ins_in_jan20
HPOFE20,pholder_of_other_group_ins_in_feb20
HPOMA20,pholder_of_other_group_ins_in_mar20
HPOAP20,pholder_of_other_group_ins_in_apr20
HPOMY20,pholder_of_other_group_ins_in_may20
HPOJU20,pholder_of_other_group_ins_in_jun20
HPOJL20,pholder_of_other_group_ins_in_jul20
HPOAU20,pholder_of_other_group_ins_in_aug20
HPOSE20,pholder_of_other_group_ins_in_sep20
HPOOC20,pholder_of_other_group_ins_in_oct20
HPONO20,pholder_of_other_group_ins_in_nov20
HPODE20,pholder_of_other_group_ins_in_dec20
HPXJA20,pholder_of_priv_ins_through_exch_in_jan20
HPXFE20,pholder_of_priv_ins_through_exch_in_feb20
HPXMA20,pholder_of_priv_ins_through_exch_in_mar20
HPXAP20,pholder_of_priv_ins_through_exch_in_apr20
HPXMY20,pholder_of_priv_ins_through_exch_in_may20
HPXJU20,pholder_of_priv_ins_through_exch_in_jun20
HPXJL20,pholder_of_priv_ins_through_exch_in_jul20
HPXAU20,pholder_of_priv_ins_through_exch_in_aug20
HPXSE20,pholder_of_priv_ins_through_exch_in_sep20
HPXOC20,pholder_of_priv_ins_through_exch_in_oct20
HPXNO20,pholder_of_priv_ins_through_exch_in_nov20
HPXDE20,pholder_of_priv_ins_through_exch_in_dec20
HPRJA20,pholder_of_private_insurance_in_jan20
HPRFE20,pholder_of_private_insurance_in_feb20
HPRMA20,pholder_of_private_insurance_in_mar20
HPRAP20,pholder_of_private_insurance_in_apr20
HPRMY20,pholder_of_private_insurance_in_may20
HPRJU20,pholder_of_private_insurance_in_jun20
HPRJL20,pholder_of_private_insurance_in_jul20
HPRAU20,pholder_of_private_insurance_in_aug20
HPRSE20,pholder_of_private_insurance_in_sep20
HPROC20,pholder_of_private_insurance_in_oct20
HPRNO20,pholder_of_private_insurance_in_nov20
HPRDE20,pholder_of_private_insurance_in_dec20
INSJA20X,covr_by_hosp_med_ins_in_jan20
INSFE20X,covr_by_hosp_med_ins_in_feb20
INSMA20X,covr_by_hosp_med_ins_in_mar20
INSAP20X,covr_by_hosp_med_ins_in_apr20
INSMY20X,covr_by_hosp_med_ins_in_may20
INSJU20X,covr_by_hosp_med_ins_in_jun20
INSJL20X,covr_by_hosp_med_ins_in_jul20
INSAU20X,covr_by_hosp_med_ins_in_aug20
INSSE20X,covr_by_hosp_med_ins_in_sep20
INSOC20X,covr_by_hosp_med_ins_in_oct20
INSNO20X,covr_by_hosp_med_ins_in_nov20
INSDE20X,covr_by_hosp_med_ins_in_dec20
PRVEV20,ever_have_private_insurance_during_2020
TRIEV20,ever_have_tricare_champva_during_2020
MCREV20,ever_have_medicare_during_2020_ed
MCDEV20,ever_have_mcaid_schip_during_2020_ed
VAEV20,ever_have_va_during_2020
GVAEV20,ever_have_other_public_during_2020
GVBEV20,ever_have_other_public_hmo_during_2020
GVCEV20,ever_have_oth_pub_pays_prem_during_2020
UNINS20,uninsured_all_of_2020
INSCOV20,health_insurance_coverage_indicator_2020
INSURC20,full_year_insurance_coverage_status_2020
TRIST31X,cov_by_tricare_standard_any_time_in_r3_1
TRIST42X,cov_by_tricare_standard_any_time_in_r4_2
TRIST20X,cv_by_tricare_standard_r5_3_til_12_31_20
TRIPR31X,cov_by_tricare_prime_any_time_in_r3_1
TRIPR42X,cov_by_tricare_prime_any_time_in_r4_2
TRIPR20X,cov_by_tricare_prime_r5_3_until_12_31_20
TRIEX31X,cov_by_tricare_extra_any_time_in_r3_1
TRIEX42X,cov_by_tricare_extra_any_time_in_r4_2
TRIEX20X,cov_by_tricare_extra_r5_3_til_12_31_20
TRILI31X,cov_by_tricare_for_life_any_time_in_r3_1
TRILI42X,cov_by_tricare_for_life_any_time_in_r4_2
TRILI20X,cv_by_tricare_for_life_r5_3_til_12_31_20
TRICH31X,covered_by_champva_any_time_in_r3_1
TRICH42X,covered_by_champva_any_time_in_r4_2
TRICH20X,covered_by_champva_r5_3_until_12_31_20
MCRPD31,cov_by_medicare_pmed_benefit_r3_1
MCRPD42,cov_by_medicare_pmed_benefit_r4_2
MCRPD20,cov_by_medicare_pmed_benefit_12_31_20
MCRPD31X,cov_by_medicare_pmed_benefit_r3_1_ed
MCRPD42X,cov_by_medicare_pmed_benefit_r4_2_ed
MCRPD20X,cov_by_mcare_pmed_benefit_12_31_20_ed
MCRPB31,cov_by_medicare_part_b_r3_1
MCRPB42,cov_by_medicare_part_b_r4_2
MCRPB20,cov_by_medicare_part_b_12_31_20
MCRPHO31,cov_by_medicare_managed_care_r3_1
MCRPHO42,cov_by_medicare_managed_care_r4_2
MCRPHO20,cov_by_medicare_managed_care_12_31_20
MCDHMO31,cov_by_mcaid_schip_hmo_any_time_in_r3_1
MCDHMO42,cov_by_mcaid_schip_hmo_any_time_in_r4_2
MCDHMO20,cov_by_mcaid_schip_hmo_r5_3_til_12_31_20
MCDMC31,cv_mcaid_chip_gtkpr_pln_any_time_in_r3_1
MCDMC42,cv_mcaid_chip_gtkpr_pln_any_time_in_r4_2
MCDMC20,cv_mcd_chip_gtkpr_pln_r5_3_til_12_31_20
PRVHMO31,covered_by_private_hmo_any_time_in_r3_1
PRVHMO42,covered_by_private_hmo_any_time_in_r4_2
PRVHMO20,covered_by_private_hmo_r5_3_til_12_31_20
FSAGT31,anyone_in_ru_have_fsa_r3_1
HASFSA31,person_is_fsa_holder_r3_1
PFSAMT31,person_level_fsa_total_amount_r3_1
PREVCOVR,per_cov_by_ins_in_prev_2_yrs_pnl_25_only
MORECOVR,cov_by_mor_compr_pl_prev_2_yr_pn_25_only
TRICR31X,cov_by_tricr_chamv_r3_1_int_dt_ed
TRICR42X,cov_by_tricr_chamv_r4_2_int_dt_ed
TRICR53X,cov_by_tricr_chamv_12_31_r3_int_dt_ed
TRICR20X,cov_by_tricr_chamv_12_31_20_ed
TRIAT31X,cov_tricare_champva_any_time_in_r3_1
TRIAT42X,cov_tricare_champva_any_time_in_r4_2
TRIAT53X,cov_tricare_champva_any_time_in_r5_3
TRIAT20X,cov_tricare_champva_r5_3_until_12_31_20
MCAID31,cov_by_medicaid_or_schip_r3_1_int_dt
MCAID42,cov_by_medicaid_or_schip_r4_2_int_dt
MCAID53,cov_by_medicaid_or_schip_12_31_r3_int_dt
MCAID20,cov_by_medicaid_or_schip_12_31_20
MCAID31X,cov_by_medicaid_schip_r3_1_int_dt_ed
MCAID42X,cov_by_medicaid_schip_r4_2_int_dt_ed
MCAID53X,cov_medicaid_schip_12_31_r3_int_dt_ed
MCAID20X,cov_by_medicaid_or_schip_12_31_20_ed
MCARE31,cov_by_medicare_r3_1_int_dt
MCARE42,cov_by_medicare_r4_2_int_dt
MCARE53,cov_by_medicare_12_31_r3_int_dt
MCARE20,cov_by_medicare_12_31_20
MCARE31X,cov_by_medicare_r3_1_int_dt_ed
MCARE42X,cov_by_medicare_r4_2_int_dt_ed
MCARE53X,cov_by_medicare_12_31_r3_int_dt_ed
MCARE20X,cov_by_medicare_12_31_20_ed
MCDAT31X,cov_medicaid_or_schip_any_time_in_r3_1
MCDAT42X,cov_medicaid_or_schip_any_time_in_r4_2
MCDAT53X,cov_medicaid_or_schip_any_time_in_r5_3
MCDAT20X,cv_mcd_chip_any_tme_in_r5_3_til_12_31_20
GOVTA31,cov_by_other_public_cov_r3_1_int_dt
GOVTA42,cov_by_other_public_cov_r4_2_int_dt
GOVTA53,cov_by_other_public_cov_12_31_r3_int_dt
GOVTA20,cov_by_other_public_cov_12_31_20
GOVAAT31,cov_by_other_public_any_time_in_r3_1
GOVAAT42,cov_by_other_public_any_time_in_r4_2
GOVAAT53,cov_by_other_public_any_time_in_r5_3
GOVAAT20,cv_oth_pub_any_tme_in_r5_3_til_12_31_20
GOVTB31,cov_by_oth_pub_hmo_r3_1_int_dt
GOVTB42,cov_by_oth_pub_hmo_r4_2_int_dt
GOVTB53,cov_by_oth_pub_hmo_12_31_r3_int_dt
GOVTB20,cov_by_oth_pub_hmo_12_31_20
GOVBAT31,cov_by_oth_pub_hmo_any_time_in_r3_1
